Category,Business,City,ST,Email,Tier,Phone,Website,Rating,Reviews,Coverage gap,Lead with,Subject,Email body,Before sending
C-unverified,Wellness Diagnostics and Longevity Medicine,Temecula,CA,team@wdlmpc.com,C,(951) 387-5935,https://wellnessdiagnosticsandlongevitymedicine.com/,4.7,83,"Friday, Saturday, Sunday",Receptionist / voice agent,weekend voicemail,"83 reviews at 4.7, and the weekend is dark.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Useful?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Earth Scientific Med Spa,West Palm Beach,FL,admin@earthscientificpga.com,C,(561) 530-3110,https://earthscientificspa.com/,5,80,Sunday,Receptionist / voice agent,sunday voicemail,"One dark day a week is easy to ignore until you count the calls.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Useful?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,The Skin and Laser Treatment Institute,Walnut Creek,CA,salt@skinlasertreat.com,C,(925) 528-0117,http://www.skinandlasertreatment.com/,4,78,"Saturday, Sunday",Review request + AI replies,review replies,"You're at 4 on 78 reviews. At your size a couple of unanswered complaints move the average a lot.

Review requests fire after a treatment actually completes, and replies come back drafted for you to approve. Nothing posts publicly without a person — a public reply confirms someone was a patient.

Worth exploring?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,The Aesthetics Lounge and Spa Tampa,Tampa,FL,tampa@tal-spa.com,C,(813) 755-5772,https://tampa.theaestheticsloungeandspa.com/,5,76,Sunday,Receptionist / voice agent,sunday coverage,"76 reviews at 5, Sunday still dark on the calendar.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth exploring?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Nursie Cosmetics & Aesthetics Wellness Center,Las Vegas,NV,info@nursiecosmetics.com,C,(725) 205-1147,https://www.nursiecosmeticsbeauty-spa.com/,4.8,70,Sunday,Receptionist / voice agent,sunday voicemail,"One dark day a week is easy to ignore until you count the calls.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Useful?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Raleigh Plastic Surgery Center,Raleigh,NC,patientinfo@raleighplastic.com,C,(919) 872-2616,http://www.raleighplasticsurgery.com/,4.4,68,"Saturday, Sunday",Review request + AI replies,review replies,"You're at 4.4 on 68 reviews. At your size a couple of unanswered complaints move the average a lot.

Review requests fire after a treatment actually completes, and replies come back drafted for you to approve. Nothing posts publicly without a person — a public reply confirms someone was a patient.

Worth exploring?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Mille Aesthetics,Boston,MA,info@milleasthetics.com,C,(617) 431-6669,https://www.milleaesthetics.com/,5,65,"Monday, Thursday, Tuesday",Receptionist / voice agent,monday backlog,"You're closed Monday, Thursday, Tuesday — the calls don't stop, they just wait for you.

An agent works the queue as it lands instead of letting it stack, and books as pending so you confirm.

Worth exploring?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,The Institute of Aesthetic Surgery | Winter Park,Winter Park,FL,laura@iasurgery.net,C,(407) 409-8000,https://instituteofaestheticsurgery.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,4.9,62,"Saturday, Sunday",Receptionist / voice agent,weekend voicemail,"62 reviews at 4.9, and the weekend is dark.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Useful?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Luxe Aesthetic Surgery & Medical Spa -,Beverly Hills,CA,luxe@luxemedispa.com,C,(310) 402-2849,https://luxeaestheticsurgery.com/,5,61,"Saturday, Sunday",Receptionist / voice agent,weekend voicemail,"61 reviews at 5, and the weekend is dark.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Useful?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Dermacenter Medical Spa,Philadelphia,PA,rkent@rwwc.com,C,(215) 735-7990,http://dermacenter.com/,4.6,60,"Saturday, Sunday",Receptionist / voice agent,weekend calls,"Both weekend days closed. Even at 60 reviews, that's Philadelphia calls going to voicemail every Saturday.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Worth a look?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,"Aurora DeJuliis, MD European Medical Spa",Montclair,NJ,ashley@sagapixel.com,C,(973) 338-6300,https://auroradejuliismd.com/,4.7,58,"Saturday, Sunday",Receptionist / voice agent,weekend calls,"Both weekend days closed. Even at 58 reviews, that's Montclair calls going to voicemail every Saturday.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Worth a look?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Ingrid Miller Medical Spa- Weston,Weston,FL,suporte@setium.com.br,C,(954) 842-5215,https://www.ingridmillermedicalspa.com/,4.8,57,hours not in workbook,Receptionist / voice agent,after hours,"57 reviews is a lot of traffic through one front desk.

An agent answers what you can't, quotes your real prices, and books as pending so you confirm before anything is real.

Worth exploring?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,IFFH Medspa,San Antonio,TX,medspa@iffhealth.com,C,(210) 239-0903,https://iffhmedspa.com/,4.9,56,Sunday,Receptionist / voice agent,sunday calls,"Sunday's closed, and people still call on Sunday.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth a look?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,The Med Spa at Metropolis,Princeton,NJ,info@metropolismedspa.com,C,(609) 200-1627,https://sites.google.com/view/themedspaatmetropolis/home,5,54,"Monday, Sunday, Thursday, Tuesday",Receptionist / voice agent,midweek gap,"Closed Monday, Sunday, Thursday, Tuesday, which patients rarely remember. Unexpected closures generate the most confused calls.

An agent works the queue as it lands instead of letting it stack, and books as pending so you confirm.

Useful?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,"Sharon J. Littzi, M.D.",New Canaan,CT,reachsites.admin+sharonlittzi@reachlocal.com,C,(203) 966-2336,http://www.sharonlittzimd.com/,4.1,52,"Saturday, Sunday",Review request + AI replies,unanswered reviews,"4.1 across 52 reviews — the critical ones look unanswered, and that's the first thing a new patient reads.

Review requests fire after a treatment actually completes, and replies come back drafted for you to approve. Nothing posts publicly without a person — a public reply confirms someone was a patient.

Worth a look?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Westport MediSpa,Westport,CT,craig@westportmedispa.com,C,(203) 693-9730,https://themedispa.com/,4.6,47,Sunday,Receptionist / voice agent,sunday coverage,"47 reviews at 4.6, Sunday still dark on the calendar.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth exploring?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Skin and Face Phoenix,Phoenix,AZ,info@skinfacephx.com,C,(602) 428-1775,https://skinandfacephoenix.com/,5,42,"Saturday, Sunday",Receptionist / voice agent,weekend coverage,"Closed Saturday and Sunday — whoever calls this weekend books with whoever picks up.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Worth exploring?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Ã‰lan Wellness and Aesthetics,Roseville,CA,info@elanwellness.com,C,(916) 886-3602,http://livewellelan.com/,5,42,"Saturday, Sunday, Tuesday",Receptionist / voice agent,weekend coverage,"Closed Saturday and Sunday — whoever calls this weekend books with whoever picks up.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Worth exploring?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,SoCal Skin Aesthetics,Rancho Santa Fe,CA,info@socalskinaesthetics.com,C,(858) 683-3346,https://socalskinmedspa.com/,5,42,"Saturday, Sunday",Receptionist / voice agent,weekend calls,"Both weekend days closed. Even at 42 reviews, that's Rancho Santa Fe calls going to voicemail every Saturday.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Worth a look?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Lumos Aesthetics and Wellness,The Woodlands,TX,info@lumosaesthetics.com,C,(832) 823-0167,https://lumosmedspa.com/?utm_source=google&utm_medium=listing,5,37,Sunday,Receptionist / voice agent,sunday calls,"Sunday's closed, and people still call on Sunday.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth a look?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,VIP Aesthetics,Newport Beach,CA,cindy@npcindyd.com,C,(949) 393-9427,https://vipaestheticsoc.com/?utm_source=GBP,5,35,Sunday,Receptionist / voice agent,sunday voicemail,"One dark day a week is easy to ignore until you count the calls.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Useful?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,The Aesthetics Lounge and Spa Orlando,Orlando,FL,megan@tal-spa.com,C,(407) 309-3900,https://downtownorlando.theaestheticsloungeandspa.com/,5,32,"Saturday, Sunday",Receptionist / voice agent,weekend voicemail,"32 reviews at 5, and the weekend is dark.

An agent answers those hours, quotes your real prices, and books as pending so you confirm. It won't touch a clinical question — those route to a provider callback.

Useful?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
C-unverified,Snatural Medspa,Scottsdale,AZ,mymail@mailservice.com,C,(480) 995-4477,https://www.snaturalmedspa.com/,5,31,Sunday,Receptionist / voice agent,sunday calls,"Sunday's closed, and people still call on Sunday.

An agent covers Sunday, quotes real pricing, and books as pending so you confirm. Clinical questions go to a provider callback.

Worth a look?",VERIFY DOMAIN FIRST - workbook flags corporate domain does not match website; may bounce
